ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Broken Elevator,This is absolutely unacceptable! Our elevator has broken down again today at work on floor seven; I've already waited over thirty minutes without moving since nine o'clock sharp. This delay disrupts my entire day's plans as I have back-to-back meetings scheduled throughout the afternoon.,office building management and facilities,,,,
complaint,Unresponsive Receptionist,I've encountered several instances where my requests at the hotel lobby have gone unanswered due to unresponsiveness on behalf of the receptionist staff today.,reception and front desk services,,,,
complaint,Disputed Property Tax Increase,Received notice of unexpected $500 increase on my annual commercial rate; believe there's an error.,business rates and property tax disputes,,,,
complaint,Confused About New Office Layout,Just moved into my new space but can't find where I left all these important documents.,office fit-out and renovation,,,,
complaint,Complaints About Office Air Conditioning,I've noticed over the last few weeks that my air conditioning has stopped working intermittently throughout work hours at least three times per week. This is causing significant discomfort as temperatures inside rise considerably higher than usual without proper cooling.,office utilities and building services,,,,
complaint,Blocked Parking Access,My car is stuck outside my building every time I try using the designated spot! This new policy has made me late multiple times already!,office parking and access control,,,,
complaint,Unsecured Visitor Entrance,Your so-called secure entrance is just another weak spot! I've seen people loitering around without proper ID checks all month now!,office security and visitor management,,,,
complaint,Complaints About Office Air Conditioning,Our AC has broken down again; please send someone ASAP as summer is approaching.,office utilities and building services,,,,
complaint,Unbearable Noise Disturbance,Every night at midnight my sleep is shattered due to loud music coming straight through walls! I've already spoken twice but there's zero change; I'm losing patience here!,office leasing and tenant support,,,,
complaint,Unauthorized Vehicle Parked,I've noticed my designated spot is blocked since last Monday; someone parked there without permission repeatedly.,office leasing and tenant support,,,,
complaint,Inadequate Office Renovation,This is absolutely unacceptable! I hired your company specifically because they promised modern amenities post-renovation; instead what I've got here feels dated at best. My new cubicle has poor lighting—it's practically unusable—and there's barely enough space as if someone forgot I'm supposed to work comfortably there too. What kind of service does my money buy? Fix these problems immediately!,office fit-out and renovation,,,,
complaint,Broken Elevator,This is absolutely unacceptable! I've lived here since January without proper elevator service until now—it's broken again on my floor last night at midnight while I work late hours as usual. This constant disruption affects both personal life and professional responsibilities; I'm extremely disappointed.,commercial property and workspace rental,,,,
complaint,Inadequate Wi-Fi Connectivity,I've encountered persistent problems accessing reliable internet at my desk today; can someone assist me?,shared workspace and coworking,,,,
