ticket_type,subject,text,domain,issue_severity,issue_urgency,business_impact,safety_concern,source
complaint,Unsafe Parking Lot Condition Leading to Injury Risk,The entrance of our shared driveway has recently become blocked due to unaddressed potholes making it difficult for emergency vehicles or personnel from reaching their destinations safely. There's also been several near-misses involving clients' personal cars attempting entry into this area over recent days.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space,"We recently moved into our new leased office space on Main Street for work purposes. However, upon setting up some of my equipment today I noticed sparking from an outlet which seemed faulty to begin with when we first inspected it prior to moving day.",Office Leasing and Tenant Support,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Utilities Site,The recent storm caused damage to our HVAC system's wiring near power outlets on floor five of our downtown headquarters. We've noticed sparking coming from an outlet next to my desk this morning.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Fire Hazard Concern at Commercial Property Rental Address,We recently moved into our leased commercial space on Main Street when we noticed an unusual smell resembling burning plastic near the main entrance area late last night. It is alarming that this could pose serious fire hazards or lead to toxic fumes potentially impacting tenant health.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,IT Support Delayed Services,The IT department has been unresponsive for weeks now regarding our critical software updates needed to maintain daily operations.,It and Office Technology Support,high,high,high,False,phi4_safety_synth
complaint,Inadequate Fire Safety Equipment,The fire extinguishers on every floor are past their expiration date rendering them ineffective for emergencies.,Office Building Management and Facilities,high,high,low,True,phi4_safety_synth
complaint,Inadequate Office Space Size for Lease Agreement,The recently leased space is significantly smaller than what was advertised by XYZ Leasing Company on their website. We were expecting at least half an acre of usable floor area based upon our discussions during lease negotiations.,Office Leases Support,high,high,high,False,phi4_safety_synth
complaint,Parking Ticket Discrepancy,I was issued an unjustified $150 parking violation for my car parked temporarily outside of normal hours last night to assist at a local charity event unrelated by any commercial enterprise.,office parking and access control,medium,medium,low,False,phi4_safety_synth
complaint,Shared Workspace Noise Level Issue,The noise level from ongoing construction work outside our shared workspace is extremely disruptive to my daily activities including meetings and focused tasks.,shared workspace and coworking,medium,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Reported at Office Space Location,I am writing to urgently report an apparent fire hazard due to faulty wiring that could easily ignite causing severe harm or damage.,Commercial Property and Workspace Rental,high,high,low,True,phi4_safety_synth
complaint,Premises Unavailable for Occupancy Agreement Date,"I entered into an agreement to lease commercial space on June 1st based solely upon representations made by your sales representative about available premises being ready at that date of occupancy. However, when I arrived unannounced last week without any prior notice or formalities because no one was there despite my calls every day between April 30th through May 8th regarding this new location our company plans were severely disrupted resulting from having gone ahead and invested heavily both financially and otherwise.",office leasing and tenant support,high,high,high,False,phi4_safety_synth
