ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
inquiry,Complaints About Office Air Conditioning,I've noticed my air conditioning has stopped working since yesterday afternoon; can someone look into fixing it as soon as possible? It's quite uncomfortable without proper cooling.,office utilities and building services,,,,
inquiry,Urgent printer malfunction,My laptop's connection to all printers is lost; I can't print anything!,IT and office technology support,,,,
inquiry,Printer Connectivity Issue,My laptop can't connect to the shared printer on my network; can someone assist?,IT and office technology support,,,,
inquiry,Unattended phone,My call went unanswered all night! This is unacceptable!,reception and front desk services,,,,
complaint,Missed Cleaning Day,"Dear Janitor Services Team, I am reaching out regarding my recent experience on March 15th where there seems to have been another skipped scheduled clean-up at my workplace located within Zone A - Office Building B. This is becoming quite concerning as consistent service quality has always met expectations until now. Could someone please clarify why these lapses occurred? Your prompt attention would greatly help maintain cleanliness standards.",office cleaning and janitorial services,,,,
complaint,Ceiling Leak During Renovation,"During recent renovations at my desk location, I've noticed water dripping onto work surfaces due to ceiling leaks; immediate repair is necessary.",office fit-out and renovation,,,,
complaint,Faulty Elevator,I've encountered multiple malfunctions today on elevator E5; stuck between floors repeatedly causing significant delays.,office building management and facilities,,,,
complaint,Printer Connectivity Issue,Our HP OfficeJet Pro series printer is intermittently losing connection despite being on the same network as other devices.,IT and office technology support,,,,
complaint,Broken Elevator,I'm reaching out because my apartment's elevator has broken down again today; I've already called maintenance twice last month without resolution.,office building management and facilities,,,,
complaint,Disputed Rent Payment,"My company sent last month's rent via bank transfer on time as per lease agreement terms; however, I received notice claiming non-payment despite confirmation receipt number #12345ABC. This is causing confusion among my team members who have already prepared financial reports assuming all dues were settled.",office leasing and tenant support,,,,
complaint,Lease Renewal Delay,I'm reaching out because my annual review is approaching without confirmation on whether I'll continue under current terms; I expected communication earlier.,office leasing and tenant support,,,,
complaint,Lease Termination Notice Received,Received unexpected early termination clause activation; unsure if I can contest.,office leasing and tenant support,,,,
inquiry,Unauthorized vehicle entry,I've noticed several unauthorized vehicles parked outside my designated space over the last few weeks despite having paid monthly fees.,office parking and access control,,,,
complaint,Printer Connectivity Issue,"I've encountered persistent problems connecting my laptop to the network printer located on floor three since yesterday afternoon. Despite multiple attempts at troubleshooting—restarting both devices, checking cables—and consulting online forums without success, I am unable to print documents as required for today's project deadlines.",IT and office technology support,,,,
